comment;Lang-tag;SA-tag;Off-lang-tag;;;
فلوس الحرام;ARC;2;1;;;
فهموني مافهمت;DAA;3;0;;;
فوق الكنيسه;ARC;3;0;;;
فوقاش عنتعلموا;DAA;2;0;;;
فين التغير;DAA;2;0;;;
فين العنوان;DAA;3;0;;;
فين العيون;DAA;3;0;;;
فين الفرق;DAA;2;0;;;
فين ناقلين;DAA;3;0;;;
فينك دكتور;DAA;3;0;;;
فينو عنوان;DAA;3;0;;;
فيها خير;DAA;1;0;;;
قتلني بضحك;DAA;1;0;;;
قديمه هذه;DAA;2;0;;;
قريش هدوك;DAA;2;1;;;
قلنا الثمن;DAA;3;0;;;
كاريان سنطرال;DAA;3;0;;;
كاريكاتور مزيون;DAA;1;0;;;
كاين لفرق;DAA;1;0;;;
كاينه المعني;DAA;1;0;;;
كبش الفداء;ARC;2;0;;;
كحالش علام;DAA;2;1;;;
كل الذكريات;ARC;1;0;;;
كل المغاربه;ARC;3;0;;;
كل المغرب;ARC;3;0;;;
كلب اليهود;ARC;2;1;;;
كم الثمن;ARC;3;0;;;
كم تكلف;ARC;3;0;;;
كنظن فالحبوس;DAA;3;0;;;
كولشي مغشوش;DAA;2;1;;;
كولكوم جيعانين;DAA;2;1;;;
كيفتح واخيط;DAA;2;1;;;
لا شء;ARC;3;0;;;
لا مقارنه;ARC;2;0;;;
لا ولفنا;DAA;2;0;;;
لاصقه ه;DAA;1;0;;;
لاننا انفصاليين;ARC;2;1;;;
لبلاد مشات;DAA;2;1;;;
لتصحيح طالبه;ARC;3;0;;;
لصوص الوطن;ARC;2;1;;;
لطفك يارب;ARC;1;0;;;
لقاوها تسلكهم;DAA;2;0;;;
لكل الاعمار;ARC;1;0;;;
لمغاربه لحرار;DAA;1;0;;;
لهي يسهل;DAA;1;0;;;
ليست مرقاله;ARC;3;0;;;
ماباين والو;DAA;3;0;;;
مابتشد الكرش;DAA;2;0;;;
مابقالكوم اشغال;DAA;2;0;;;
مادا جري;ARC;3;0;;;
ماشاء الله;ARC;1;0;;;
ماشفنا والو;DAA;2;0;;;
مافهمت شي;DAA;3;0;;;
مافهمت والو;DAA;3;0;;;
مافهمنا وتلو;DAA;3;0;;;
ماهو العنوان;ARC;3;0;;;
مبان والو;DAA;3;0;;;
مباين والو;DAA;3;0;;;
مبدع والله;ARC;1;0;;;
محترمه جدا;ARC;1;0;;;
مدينتي المفضله;ARC;1;0;;;
مراكش اساسها;ARC;3;0;;;
مرتيل روعه;ARC;1;0;;;
مرتيل ممتاز;ARC;1;0;;;
مساء النور;ARC;1;0;;;
مسلمین الرباط;DAA;3;0;;;
مشفت والو;DAA;3;0;;;
مشفنا والو;DAA;3;0;;;
معاهم الحق;DAA;1;0;;;
مغاربه كاملين;DAA;1;0;;;
مفهت والوا;DAA;3;0;;;
مفهمت وال;DAA;3;0;;;
مفهمت والو;DAA;3;0;;;
مفهمت والوا;DAA;3;0;;;
مفهمت ولو;DAA;3;0;;;
مفهمنا والو;DAA;3;0;;;
مكبان والو;DAA;3;0;;;
مكيبان والو;DAA;3;0;;;
مكينش الشرقي;DAA;1;0;;;
ملاك الرحمه;ARC;1;0;;;
ممفهوم والو;DAA;3;0;;;
ممكن التمن;ARC;3;0;;;
من صنطحتو;DAA;2;0;;;
منظر جميل;ARC;1;0;;;
منكم نستفيد;ARC;1;0;;;
موريتونا والو;DAA;2;0;;;
موفق دكتور;ARC;1;0;;;
مول الشباكيه;DAA;3;0;;;
ميستحقوش البطوله;DAA;2;0;;;
نتمني دالك;ARC;1;0;;;
نوضوا فحالكم;DAA;2;0;;;
ه زيرو;DAA;2;0;;;
ه شرشمو;DAA;2;0;;;
هادشي راءع;DAA;1;0;;;
هادو ملهم;DAA;2;0;;;
هدشي خطير;DAA;2;0;;;
هدشي فالباريو;DAA;3;0;;;
هذا حيوان;ARC;2;1;;;
هذي زوينه;DAA;1;0;;;
وا سكيري;DAA;2;1;;;
وا قتلتونا;DAA;2;1;;;
واش بوطوكس;DAA;3;0;;;
واش كيضر;DAA;3;0;;;
واش مكتحسش;DAA;3;0;;;
واقيلي ازرو;DAA;3;0;;;
وانت بخير;ARC;1;0;;;
واو روعه;DAA;1;0;;;
وتستمر المقاطعه;ARC;2;0;;;
وجها تجبد;DAA;1;0;;;
ورينا كيفاش;DAA;3;0;;;
وسخ الخلق;ARC;2;1;;;
وسنه سجنا;ARC;2;0;;;
وش بصحا;DAA;3;0;;;
وعلي كزبت;DAA;3;0;;;
ولد دربنا;DAA;1;0;;;
ولله الحمد;ARC;1;0;;;
وليتي صغيره;DAA;1;0;;;
وين جاي;DAA;3;0;;;
يا رب;ARC;1;0;;;
يا لطيف;ARC;1;0;;;
يارب السلامه;ARC;1;0;;;
ياربي الهدايه;ARC;1;0;;;
يامات الإستعمار;DAA;2;0;;;
يعطيك الصحه;DAA;1;0;;;
يمكن نشفو;DAA;1;0;;;
ونتي كمان;DAA;1;0;;;
وفين الغزاله;DAA;1;0;;;
وانت اطيب;ARC;1;0;;;
سيري تقودي;DAA;2;1;;;
زينه نحبك;ARC;1;0;;;
ربيي عيالك;DAA;2;1;;;
ربي يحفظك;ARC;1;0;;;
راك واعره;DAA;1;0;;;
ديما متالقه;DAA;1;0;;;
جمعه مباركه;ARC;1;0;;;
توحشناك إمبراطوره;DAA;1;0;;;
تحياتي إمبراطوره;ARC;1;0;;;
بنحبك زينه;DAA;1;0;;;
بصحه اورايحه;DAA;1;0;;;
باشفاء العاجل;ARC;1;0;;;
الله يتقبل;ARC;1;0;;;
احلي زينه;ARC;1;0;;;
االله يشفيه;ARC;1;0;;;
wa3ra hadi;DAL;1;0;;;
Top azyn;DAL;1;0;;;
Sana saida;DAL;1;0;;;
Raki raya;DAL;1;0;;;
raki mnawra;DAL;1;0;;;
Nebghik dawdia;DAL;1;0;;;
Llah ichafih;DAL;1;0;;;
Lalla twa7achtak;DAL;1;0;;;
Lah yechafih;DAL;1;0;;;
lah ichafih;DAL;1;0;;;
lah chafih;DAL;1;0;;;
Jomoea mobaraka;DAL;1;0;;;
jomo3a r9iya;DAL;1;0;;;
Imbratora dyalna;DAL;1;0;;;
Bnt bladi;DAL;1;0;;;
Amin yarabi;DAL;1;0;;;
Amin yarab;DAL;1;0;;;
allah ybarek;DAL;1;0;;;
Allah yachfih;DAL;1;0;;;
Allah ichafih;DAL;1;0;;;
alah ichafih;DAL;1;0;;;
a3lina wa3lik;DAL;1;0;;;
3wacher mbrouka;DAL;1;0;;;
محاوله شوهه;DAA;2;1;;;
mat inchaalah;DAL;1;0;;;
dima codm;DAL;1;0;;;
ghatrbh codm;DAL;1;0;;;
lssali7 lcodm;DAL;1;0;;;
mbrouk IRT;DAL;1;0;;;
mareka gerinedi;DAL;3;0;;;
marbou7aa inchallah;DAL;1;0;;;
codm 1bidawa;DAL;1;0;;;
serie katsenakoum;DAL;1;0;;;
chabab rif;DAL;1;0;;;
lhoceima inxlh;DAL;1;0;;;
lmaghrib rabha;DAL;1;0;;;
marboha lcodm;DAL;1;0;;;
كوديم رابحا;DAA;1;0;;;
codm tarbah;DAL;1;0;;;
for Morocco;ANG;1;0;;;
lsalih lcameron;DAL;1;0;;;
MAT إنتصار;DAL;1;0;;;
pour lk7alish;DAL;2;1;;;
لصالح المنتخب;ARC;1;0;;;
dima maroc;DAL;1;0;;;
codm marboha;DAL;1;0;;;
codm nchaellah;DAL;1;0;;;
codm atrbh;DAL;1;0;;;
Alf inchlah;DAL;1;0;;;
5asna tetouan;DAL;1;0;;;
fatri9 ncha3alah;DAL;1;0;;;
mosiba wlah;DAL;2;0;;;
Admin sahbi;DAL;1;0;;;
les rouges;FRN;1;0;;;
Anabah inchalah;DAL;1;0;;;
Aybdaw m3a;DAL;3;0;;;
Ayeh meryem;DAL;3;0;;;
Baraka dh;DAL;3;0;;;
Bghina point;DAL;1;0;;;
Bghina testiw;DAL;2;0;;;
Bzaaf sahbi;DAL;1;0;;;
Bzf kdoub;DAL;2;1;;;
fini combien;FRN;3;0;;;
chba3 tfarga3;DAL;2;0;;;
Codm nchalah;DAL;1;0;;;
derbo لبيصر;AUT;2;0;;;
dima barched;DAL;1;0;;;
Dima odm;DAL;1;0;;;
Dima CAR;DAL;1;0;;;
Dy3tu pilantiyat;DAL;2;0;;;
mhom lmout;DAL;2;1;;;
tetwan la3bin;DAL;1;0;;;
Fikra mostawa;DAL;1;0;;;
Fokax match;DAL;3;0;;;
H t5wifa;DAL;2;0;;;
Hna Live;DAL;3;0;;;
Jibou lina;DAL;1;0;;;
Khsara khsrine;DAL;1;0;;;
codm rab7a;DAL;1;0;;;
L3eez elbahraoui;DAL;1;0;;;
La3bin meknes;DAL;3;0;;;
Lah wafa9;DAL;1;0;;;
Ma3awdohach sat;DAL;3;0;;;
Maghaytn9lch ZDF;DAL;3;0;;;
maman9olch fada2iya;DAL;3;0;;;
Marboha inchalah;DAL;1;0;;;
Merci fini;FRN;1;0;;;
Moltath lamlih;DAL;3;0;;;
Mrahba capitano;DAL;1;0;;;
Mtqdmin l3qlia;DAL;1;0;;;
na9le khoya;DAL;2;1;;;
ncha2alah mrbo7a;DAL;1;0;;;
Nxalah no9ate;DAL;1;0;;;
plantia trofio;ESP;2;0;;;
Rah daba;DAL;3;0;;;
Rahou lcodm;DAL;1;0;;;
Resultat match;FRN;3;0;;;
Sala lmatch;DAL;3;0;;;
sawt koya;DAL;3;0;;;
sbaaR mkenssa;DAL;3;0;;;
Tahiati adamin;DAL;1;0;;;
Talbin lhwate;DAL;1;0;;;
Texkilla drari;DAL;3;0;;;
Tfoo markaw;DAL;2;1;;;
Tw7chnak ziko;DAL;1;0;;;
viva drari;DAL;1;0;;;
jayib dechets;DAL;2;1;;;
Wach mazalin;DAL;3;0;;;
wax mazal;DAL;3;0;;;
Wayeh sat;DAL;1;0;;;
Wayli 3la;DAL;2;1;;;
Widad zawamill;DAL;2;1;;;
wx mazal;DAL;3;0;;;
mita h;DAL;3;0;;;
hanin beauty;ANG;3;0;;;
appeller moi;FRN;3;0;;;
3tiwna video;DAL;3;0;;;
dryal hahaha;DAL;2;0;;;
bon club;FRN;1;0;;;
days left;ANG;3;0;;;
7afdouh ghalat;DAL;2;0;;;
9itlatni bdahk;DAL;1;0;;;
mal boukani;DAL;2;0;;;
Adresse prix;FRN;3;0;;;
Allah rhama;DAL;1;0;;;
Amine vous;FRN;3;0;;;
Amine بينتلي;AUT;1;0;;;
Arb3in ryal;DAL;3;0;;;
Arreter nulle;FRN;2;0;;;
jalba h;DAL;3;0;;;
Barada hmar;DAL;2;1;;;
Bea braada;DAL;3;0;;;
Best place;ANG;1;0;;;
Bld Anfa;DAL;3;0;;;
Blokna tbogess;DAL;1;0;;;
Bonsoir dc;FRN;3;0;;;
Bravo docteur;FRN;1;0;;;
est conbiens;FRN;3;0;;;
est douloureux;FRN;2;0;;;
est fait;FRN;1;0;;;
est impressionnant;FRN;1;0;;;
est magnifique;FRN;1;0;;;
quoi ca;FRN;3;0;;;
sans anesthesie;FRN;3;0;;;
Caramelle dommage;FRN;2;0;;;
Cha3ban bnadm;DAL;3;0;;;
Chhal dryal;DAL;3;0;;;
Chno balek;DAL;3;0;;;
Dima ilmakhrib;DAL;1;0;;;
Disponible maintenant;FRN;1;0;;;
dj na9ss;DAL;2;1;;;
Dj leska;DAL;2;1;;;
Du lourd;FRN;1;0;;;
Elle rajeunie;FRN;1;0;;;
Fatii tfarej;DAL;3;0;;;
fawajti 3liya;DAL;1;0;;;
finkom PJD;DAL;2;0;;;
Ghwat mknsm3okch;DAL;2;0;;;
Go fast;ANG;1;0;;;
Grande bravo;FRN;1;0;;;
Gratuite h;FRN;1;0;;;
H 3alam;DAL;1;0;;;
H meskine;DAL;1;0;;;
Hadi lha9i9a;DAL;1;0;;;
Hajar nmchiw;DAL;3;0;;;
how much;ANG;3;0;;;
like it;ANG;1;0;;;
love it;ANG;1;0;;;
was there;ANG;1;0;;;
Il merite;FRN;1;0;;;
is BULLSHIT;ANG;2;1;;;
aime bien;FRN;1;0;;;
aime repondre;FRN;1;0;;;
Jamal 7wala;DAL;2;1;;;
Jaya jaya;DAL;1;0;;;
je adore;FRN;1;0;;;
Je genial;FRN;1;0;;;
Kahajia boukssim;DAL;3;0;;;
Kamilia enfin;FRN;1;0;;;
Kaneqra hdah;DAL;1;0;;;
Kayn ftanger;DAL;3;0;;;
Khaled حذاري;AUT;2;0;;;
Khchiwah karkom;DAL;2;1;;;
Khetera bravo;DAL;1;0;;;
Khouloud wtf;DAL;2;1;;;
La trace;FRN;3;0;;;
Lah yhfd;DAL;1;0;;;
Les annees;FRN;1;0;;;
les prix;FRN;3;0;;;
les tarifs;FRN;3;0;;;
Livraison khemisset;FRN;3;0;;;
Love dirar;ANG;1;0;;;
Lycee mohamed;FRN;3;0;;;
Makayensh marrakech;DAL;3;0;;;
makaynachi tanger;DAL;3;0;;;
Maria dommage;FRN;1;0;;;
Mbrok tanjawa;DAL;1;0;;;
Mcha mondial;DAL;2;0;;;
Meilleur boite;FRN;1;0;;;
Men please;ANG;1;0;;;
Meryem tkelmi;DAL;3;0;;;
Mnt9t soss;DAL;3;0;;;
Moi nn;FRN;3;0;;;
Music o3dim;DAL;3;0;;;
importe qoui;FRN;2;0;;;
importe quoi;FRN;2;0;;;
Nice one;ANG;1;0;;;
Nice pics;ANG;1;0;;;
Nice story;ANG;1;0;;;
Nice work;ANG;1;0;;;
Nmout 3lek;DAL;1;0;;;
Notre bloc;FRN;1;0;;;
On arrive;FRN;1;0;;;
Ou ca;FRN;3;0;;;
Ouarzazat nawa7i;DAL;3;0;;;
Oui adore;FRN;1;0;;;
Papa trabaja;ESP;3;0;;;
piz3awa lyebas;DAL;2;1;;;
Eponge huile;FRN;3;0;;;
Pour reservation;FRN;1;0;;;
Ramadan karim;DAL;1;0;;;
Rien vu;FRN;2;0;;;
Rita mchat;DAL;3;0;;;
Roch kolchi;DAL;3;0;;;
Route nationale;FRN;3;0;;;
Salma haya;DAL;3;0;;;
Sanaa waty9nakoom;DAL;3;0;;;
Sidi souvenir;FRN;3;0;;;
Suis fan;FRN;1;0;;;
T9adya lktouba;DAL;3;0;;;
Taghazout ifoulki;DAL;3;0;;;
Tbarklah 3alik;DAL;1;0;;;
Toujours dispo;FRN;1;0;;;
Tout fait;FRN;1;0;;;
Track plz;FRN;1;0;;;
trop bon;FRN;1;0;;;
Un artiste;FRN;1;0;;;
Un traitre;FRN;1;0;;;
Vas najia;FRN;1;0;;;
Votre telephone;FRN;3;0;;;
Wa yeh;DAL;3;0;;;
Waw formidable;FRN;1;0;;;
Waw tops;FRN;1;0;;;
Wayh iyamaatt;DAL;1;0;;;
Woow wa3r;DAL;1;0;;;
ya habibi;DAL;1;0;;;
Yantahijona siyasat;DAL;2;0;;;
Youssef herandou;DAL;3;0;;;
Youssef mchina;DAL;3;0;;;
Zakaria n3awdoha;DAL;3;0;;;
اجبني اعجبني;ARC;1;0;;;
اسلوب حضاري;ARC;1;0;;;
التمن والعنوان;ARC;3;0;;;
الثمن المكان;ARC;3;0;;;
انا كتحمقني;DAA;1;0;;;
اه ياوطني;ARC;1;0;;;
ايه اليام;DAA;1;0;;;
برفو دكتور;DAA;1;0;;;
بياض الثلج;ARC;1;0;;;
توحشت مدينتي;DAA;1;0;;;
حنكه سياسيه;DAA;2;0;;;
خاوه خاوه;DAA;1;0;;;
خليه يعوم;DAA;2;0;;;
خنازير القرن;ARC;2;1;;;
دكاله خويا;DAA;1;0;;;
رمضان كريم;ARC;1;0;;;
روعه دكتور;ARC;1;0;;;
سنهوا يت;DAA;3;0;;;
شنو كعمل;DAA;3;0;;;
صمتي شموخي;DAA;1;0;;;
فريق فالمستوي;DAA;1;0;;;
في سنه;ARC;3;0;;;
قرار صاءب;ARC;1;0;;;
قطره ندي;ARC;3;0;;;
قمه الحموضه;ARC;2;1;;;
كاين الفرق;DAA;1;0;;;
كلام صحيح;ARC;1;0;;;
لحي لمحمدي;DAA;3;0;;;
ما قصته;ARC;3;0;;;
مافهمتش طريقه;DAA;3;0;;;
مافهمنا والو;DAA;2;0;;;
مبرووك طنجه;ARC;1;0;;;
مجوعف جيعان;DAA;2;1;;;
مراكش كاين;DAA;1;0;;;
مركب الرعب;ARC;2;0;;;
مساكن محرومين;DAA;2;0;;;
مقاطعون مقاطعون;ARC;2;0;;;
عاود لمك;DAA;2;1;;;
مكيبانش والو;DAA;3;0;;;
ملعوقه هادي;DAA;2;1;;;
من هءلاء;ARC;3;0;;;
نيضا في;DAA;2;0;;;
هادي باريس;DAA;3;0;;;
هادي تخويره;DAA;2;1;;;
هنيءا لهما;ARC;3;0;;;
ومده الصلاحيه;ARC;3;0;;;
يارب رحمتك;ARC;1;0;;;
ياريت والله;DAA;1;0;;;
يخلص هدا;DAA;3;0;;;
يمشي لعتماني;DAA;2;0;;;
misahat nsitiha;DAL;3;0;;;
اجي تخدم;DAA;1;0;;;
tawahd fihom;DAL;2;0;;;
خاصو يتربي;DAA;2;1;;;
widad uma;DAL;1;0;;;
مليار سنويا;ARC;3;0;;;
9a3at intidar;DAL;3;0;;;
Allah chafiha;DAL;1;0;;;
Asoki balalaika;DAL;3;0;;;
B9atlek fifa;DAL;3;0;;;
Baye3 match;DAL;2;1;;;
Bedaw weladkom;DAL;2;0;;;
est decevant;FRN;2;0;;;
est vrai;FRN;1;0;;;
la misere;FRN;2;1;;;
les mounafikounes;FRN;2;1;;;
Chi 3am;DAL;3;0;;;
El sabado;ESP;3;0;;;
Fayn l3aydi;DAL;3;0;;;
H kayna;DAL;1;0;;;
Hadad swkitioui;DAL;3;0;;;
need lhanan;ANG;2;0;;;
Il raison;FRN;1;0;;;
Khasso e3dam;DAL;2;1;;;
Ktjibo ghar;DAL;3;0;;;
ada2 dyalhom;DAL;3;0;;;
kora mabrhatch;DAL;3;0;;;
L3az nsar;DAL;1;0;;;
La irhmo;DAL;1;0;;;
attaquant numero;FRN;1;0;;;
Laymeskhek asstal;DAL;2;1;;;
mabratnach koora;DAL;2;0;;;
Mechat maroc;DAL;2;0;;;
mn face;DAL;3;0;;;
mosalsal zbi;DAL;2;1;;;
oui bzf;DAL;3;0;;;
Oui ba9a;DAL;3;0;;;
Tadakhol mzyan;DAL;1;0;;;
tandim mondialm;DAL;3;0;;;
that true;ANG;1;0;;;
Tu merite;FRN;1;0;;;
the best;DAL;1;0;;;
fin lmochkil;DAL;3;0;;;
Zaghba zoghbi;DAL;2;0;;;
مين يارب;ARC;3;0;;;
اكيد كثيرا;ARC;1;0;;;
الحگره الظلم;DAA;2;0;;;
الرياضي الاول;ARC;1;0;;;
السبب هو;ARC;3;0;;;
الطاسه القرطاسه;DAA;1;0;;;
إحسن العون;DAA;1;0;;;
اي ربي;ARC;1;0;;;
بالتوفيق للرجاء;ARC;1;0;;;
جربو ختك;DAA;3;0;;;
صبا الخير;ARC;1;0;;;
قولبنا معكم;ARC;2;0;;;
dima 3chiri;DAL;1;0;;;
0 aime;FRN;2;0;;;
درهم حاشاك;DAA;2;0;;;
يوم الاربعاء;ARC;3;0;;;
ديال اليل;DAA;3;0;;;
3afia khoya;DAL;2;0;;;
3gbani had;DAL;1;0;;;
nhar larb3;DAL;3;0;;;
jwi3in hh;DAL;3;0;;;
3arfin kolchi;DAL;2;0;;;
3arfin koulchi;DAL;2;0;;;
7amdin 2M;DAL;2;1;;;
7lima 3atiss;DAL;3;0;;;
annee prochaine;FRN;3;0;;;
ahla jaime;DAL;1;0;;;
aktafi bi;DAL;3;0;;;
Amin rabi;DAL;1;0;;;
ana baghi;DAL;1;0;;;
andi deplom;DAL;3;0;;;
Bac psychologie;FRN;3;0;;;
Baslin haamdiin;DAL;2;1;;;
Bataka cha3riya;DAL;3;0;;;
Bghina doowar;DAL;1;0;;;
bghina ncho;DAL;1;0;;;
bghina saison;DAL;1;0;;;
Bghinak livew;DAL;1;0;;;
bghini sison;DAL;3;0;;;
Bravo tous;FRN;1;0;;;
bien Madamee;FRN;1;0;;;
est super;FRN;1;0;;;
Choukrane aime;FRN;1;0;;;
cv jwi3in;DAL;3;0;;;
Didicass khoua;DAL;1;0;;;
dihaa mok;DAL;2;1;;;
dir lina;DAL;1;0;;;
dounia rabe7a;DAL;1;0;;;
fen hamada;DAL;1;0;;;
H dlbidat;DAL;3;0;;;
h chifona;DAL;2;0;;;
hada bazaf;DAL;2;0;;;
halima l3atis;DAL;3;0;;;
Hamdin beaaf;DAL;2;1;;;
hamed chfar;DAL;2;1;;;
hh tkhwira;DAL;2;1;;;
hlima lmdina;DAL;3;0;;;
Hlima jwi3in;DAL;3;0;;;
hmouda b3k;DAL;2;1;;;
like doussy;ANG;3;0;;;
love mawazin;ANG;1;0;;;
love uu;ANG;1;0;;;
lovet bb;ANG;1;0;;;
Jewi3in rojola;DAL;1;0;;;
jiwi3n kenza;DAL;3;0;;;
Kayn khoya;DAL;3;0;;;
Kayna khouya;DAL;3;0;;;
Khaliik cinema;DAL;3;0;;;
Khouya hamda;DAL;3;0;;;
hamdou lillah;DAL;1;0;;;
madaanii h;DAL;3;0;;;
La famille;FRN;1;0;;;
Loun l3joun;DAL;3;0;;;
Meziana wa3ra;DAL;1;0;;;
Mnawr khoya;DAL;1;0;;;
mnayri domali;DAL;3;0;;;
oui hahahha;DAL;1;0;;;
No personnes;FRN;2;0;;;
Oui vrai;FRN;1;0;;;
Oui aime;FRN;1;0;;;
and love;ANG;1;0;;;
rab7a knza;DAL;1;0;;;
rakom le9LB;DAL;1;0;;;
Reviens kenza;FRN;1;0;;;
Ser lkalb;DAL;2;1;;;
Si l3atis;DAL;3;0;;;
Si lko7ba;DAL;3;0;;;
sir chafar;DAL;2;1;;;
sma3 l5awda;DAL;2;0;;;
Tafrchti hitler;DAL;2;1;;;
tbougisa khouya;DAL;1;0;;;
tekssiti nssiti;DAL;2;0;;;
Tfrechti 3azzi;DAL;2;1;;;
Thank you;ANG;1;0;;;
thanks lot;ANG;1;0;;;
Tla3to ras;DAL;2;1;;;
joj kado;DAL;3;0;;;
Wa akhiran;DAL;1;0;;;
Wach sat;DAL;3;0;;;
Wesh hamada;ANG;3;0;;;
zwin bazaf;DAL;1;0;;;
الحموضه القرووده;DAA;2;1;;;
الذوق الرقي;ARC;1;0;;;
السوقه الدهماء;ARC;2;1;;;
الله الاحساس;DAA;1;0;;;
باسلين مره;DAA;2;1;;;
بالصحه الراحه;ARC;1;0;;;
تايق راسو;DAA;2;0;;;
حموضه pH;AUT;2;1;;;
حموضه بساله;DAA;2;1;;;
خدوني المغرب;DAA;1;0;;;
احسن ديو;DAA;1;0;;;
سءال الحوالا;DAA;2;1;;;
سير البوعار;DAA;2;1;;;
شفار جيعان;DAA;2;1;;;
صوره مفبركه;ARC;2;1;;;
طاليس الحمار;DAA;2;1;;;
طاليس لحمار;DAA;2;1;;;
عا لمليك;DAA;3;0;;;
عليه اڤيطو;DAA;1;0;;;
لا الزوبير;DAA;1;0;;;
ليخد مبغيتوه;DAA;2;0;;;
ماشي موازين;DAA;1;0;;;
مصدقتيش جيعان;DAA;2;1;;;
إلي الابد;ARC;1;0;;;
نصاب شكرا;ARC;2;1;;;
السواعده فاطرين;DAA;1;0;;;
الملك لينعلطبنمك;DAA;2;1;;;
راك مححان;DAA;2;0;;;
سير تقود;DAA;2;1;;;
كنوز الدنيا;ARC;1;0;;;
واسير تقود;DAA;2;1;;;
لصالح ايران;ARC;2;0;;;
pour maroc;FRN;1;0;;;
kanhma9 3lihom;DAL;1;0;;;
سنه سجنا;ARC;2;1;;;
بدون تمتيل;ARC;1;0;;;
akid h;DAL;1;0;;;
bedoun chak;DAL;1;0;;;
howa zawjha;DAL;3;0;;;
mafihach chk;DAL;1;0;;;
باينه ه;DAA;3;0;;;
بغا يتفك;DAA;2;0;;;
هو الزوج;DAA;3;0;;;
ولد الحرام;ARC;2;1;;;
achraf alae;DAL;3;0;;;
Allah safek;DAL;1;0;;;
Amin rabb;DAL;1;0;;;
Amine allah;DAL;1;0;;;
Amine rab;DAL;1;0;;;
Amine rabe;DAL;1;0;;;
Aminn rab;DAL;1;0;;;
ana ana;DAL;3;0;;;
Bayna h;DAL;3;0;;;
Bien evidemment;DAL;1;0;;;
hyper moche;FRN;1;0;;;
pas fini;FRN;2;0;;;
tellement vrais;FRN;1;0;;;
Chawahti bladak;DAL;2;1;;;
chawt hada;DAL;1;0;;;
Chouha safi;DAL;1;0;;;
Goulam haoul;DAL;3;0;;;
H 3raftiha;DAL;3;0;;;
H akid;DAL;1;0;;;
H bayna;DAL;1;0;;;
H numero;DAL;3;0;;;
Had l3am;DAL;3;0;;;
Hokoma fachila;DAL;2;1;;;
Ikhtisar 3xiri;DAL;3;0;;;
Kari casa;DAL;3;0;;;
Kawtar adbrahman;DAL;3;0;;;
Khal ula;DAL;3;0;;;
Khasrin bi;DAL;2;0;;;
Khawa rojola;DAL;3;0;;;
Kolona zefzafi;DAL;2;1;;;
Maeda jahanam;DAL;2;1;;;
Malk khayf;DAL;2;0;;;
marwa roeya;DAL;3;0;;;
mrahba tcharmil;DAL;2;1;;;
My baby;DAL;1;0;;;
jadou biensure;FRN;3;0;;;
nti kat7achmi;DAL;1;0;;;
Rajlii wlidati;DAL;1;0;;;
hna malna;DAL;2;0;;;
ygolo rashom;DAL;2;0;;;
اختي زوجتي;ARC;1;0;;;
البيض مطيشه;DAA;3;0;;;
الفوضي الاستهتار;ARC;2;0;;;
الله نعل;DAA;2;1;;;
الماء الشطابه;DAA;2;1;;;
برنامج ناجح;ARC;1;0;;;
تخربيق تزربيق;DAA;2;1;;;
حلوه جميله;DAA;1;0;;;
خلونا في;DAA;3;0;;;
ولن نستسلم;DAA;2;0;;;
فاشل مقاطعون;ARC;2;1;;;
كبور الشعيبيه;DAA;1;0;;;
كلام صح;ARC;1;0;;;
الغرق المبين;DAA;2;1;;;
مقاطعون مستمرون;ARC;2;1;;;
هذ نيشان;DAA;1;0;;;
نعم الابن;ARC;1;0;;;
نعم بالله;ARC;1;0;;;
يما كتبورشني;DAA;1;0;;;
مشكيل ه;DAA;2;0;;;
مرشان اليونان;DAA;1;0;;;
مبروك الفاميلا;DAA;1;0;;;
لاينعلطبونموك شكغان;DAA;2;1;;;
عيش غوويا;DAA;1;0;;;
علينا عليك;ARC;1;0;;;
طلعتي زيرو;DAA;2;1;;;
صافي قودوها;DAA;2;1;;;
بهدلتي انريكي;DAA;2;0;;;
بالتوفيق نجاح;ARC;1;0;;;
المسلم الخاوه;DAA;1;0;;;
yaak ghatubi;DAL;2;0;;;
Top 3chiri;DAL;1;0;;;
Sir 9awad;DAL;2;1;;;
Rien dire;FRN;1;0;;;
Repondre plz;DAL;1;0;;;
Raw3a zina;DAL;1;0;;;
rak l9alb;DAL;1;0;;;
Ok 3az;DAL;1;0;;;
nebghik yema;DAL;1;0;;;
Nbki dmou3i;DAL;3;0;;;
Nabki dmou3i;DAL;3;0;;;
Muslim walo;DAL;2;1;;;
mniwar hermano;DAL;1;0;;;
Mabrouk elina;DAL;1;0;;;
L3z siempre;DAL;1;0;;;
l3ez muslim;DAL;1;0;;;
khoya zin;DAL;1;0;;;
Kat9tlouni da7k;DAL;1;0;;;
love you;ANG;1;0;;;
hadik johnny;DAL;3;0;;;
rincoon wllaa;DAL;3;0;;;
dima top;DAL;1;0;;;
Bravo adore;FRN;1;0;;;
quelle heure;FRN;3;0;;;
3lina 3lik;DAL;1;0;;;
tstahel bro;DAL;1;0;;;
album Rai;DAL;3;0;;;
zwiina bzzff;DAL;1;0;;;
3am khazzafzafi;DAL;3;0;;;
Jawk zwinin;DAL;1;0;;;
wnass labaze;DAL;3;0;;;
mabrouk khouya;DAL;1;0;;;
lah isem7lk;DAL;2;0;;;
وططزا عندك;DAA;2;1;;;
